1,1,1,1,1,1,50,1,1,50,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,50,1,1,50,1,50,1,1,1,1,1,1,1,1,1,50,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,50,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,50,1,1,1,50,50,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,50
50,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,50,1,1,1,1,1,1,50,1,50,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,50,50,1,1,1,50,1,50,1,1,1,1,1,1,1,1,1,1,1,50,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,50,1,50,1,1,1,1,1,1,1,50,50,1,50,1,1,1,1,1,50,1,1,1,1,1,50,1,1,1
1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,50,1,50,1
50,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,50,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1
1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,50,1,1,1,1,1,50,1,1,1,50,1
1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,50,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1
1,1,1,1,1,1,1,1,50,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,50,50,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,50,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,50,1,50,1,50,1,1,50,50,1,1,1,50,1,1,1,1,1,50,50,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1
1,1,1,1,1,1,1,1,50,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50,1,1,1,1,1,1,50,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1
50,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,50,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50,1,1,1,1,1,1,1,1,1,50,1,1,50,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1
1,50,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,50,1,1,1,1,1,50,1,50,1,1,1,50,1,1,1,1,50,1,1,1,1,1,1,1,1,50,50,1,1,1,1,1
1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,50,1,1,1
1,1,1,1,1,1,1,1,1,1,50,1,50,1,1,1,1,1,1,50,50,50,1,1,1,1,1,50,50,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1
1,1,50,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,50,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,50,1,1
1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,50,1,1,1,1,1,1,1,1,50,1,1,1,50,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,50,1
